codec,codec_name,representation,eval_domain,dataset_short,group_label,model_short,activation_short,training_mode,lmbda,num_runs,num_seed_values,rate_mean,rate_std,rate_min,rate_max,quality_mean,quality_std,quality_min,quality_max,psnr_amp_mean,psnr_amp_std,ssim_amp_mean,ssim_amp_std,encoding_time_mean_s,decoding_time_mean_s,resolved_rate_metric,resolved_quality_metric,curve_source,complex_corr_mean_mean,complex_corr_mean_std,phase_err_mean_mean,phase_err_mean_std
jpeg2000,JPEG2000,channels,slc,MAYA4,"JPEG2000 (2xGray, eval=slc)",JPEG2000,2xGray,slc,1,32,,11.519358317057293,1.2609075197207205,8.160380045572916,13.356465657552084,17.626437306404114,5.877758792221191,7.085883140563965,29.36150550842285,17.626437306404114,5.877758792221191,0.08725845003391441,0.18296775602587734,0.5504173064618954,0.4614345442460035,bpp,psnr_amp,classical_codec,0.5467601146083325,0.211485953047298,0.5660829171538353,0.16726193290383323
jpeg2000,JPEG2000,channels,slc,MAYA4,"JPEG2000 (2xGray, eval=slc)",JPEG2000,2xGray,slc,2,32,,7.996863683064778,0.0018516572443075924,7.991465250651042,7.999613444010417,17.60452862083912,5.881734543447889,7.067819118499756,29.338523864746094,17.60452862083912,5.881734543447889,0.08661007183309266,0.18048282106726857,0.5555709094114718,0.3469120566296624,bpp,psnr_amp,classical_codec,0.5455686280038208,0.21117729051628223,0.5677225012332201,0.16680835493921659
jpeg2000,JPEG2000,channels,slc,MAYA4,"JPEG2000 (2xGray, eval=slc)",JPEG2000,2xGray,slc,4,32,,3.99692440032959,0.0022185227641230336,3.9910481770833335,3.999664306640625,17.567838832736015,5.87461562776003,7.142543315887451,29.194271087646484,17.567838832736015,5.87461562776003,0.08048409385810373,0.1605740795389268,0.5540524816533434,0.18989943052292801,bpp,psnr_amp,classical_codec,0.5296842261450365,0.2104129886002291,0.5801533106714487,0.16086240759573245
jpeg2000,JPEG2000,channels,slc,MAYA4,"JPEG2000 (2xGray, eval=slc)",JPEG2000,2xGray,slc,8,32,,1.9965333938598633,0.0019380960376168643,1.99090576171875,1.9996236165364583,18.237320587038994,5.8235438133652435,7.574381351470947,29.816390991210938,18.237320587038994,5.8235438133652435,0.07047917094314471,0.14734067963107697,0.5541338913899381,0.11827052047010511,bpp,psnr_amp,classical_codec,0.4952822910854593,0.2158908695898044,0.5756069757044315,0.14544650865863357
jpeg2000,JPEG2000,channels,slc,MAYA4,"JPEG2000 (2xGray, eval=slc)",JPEG2000,2xGray,slc,16,32,,0.9971853892008463,0.001868432399208941,0.9916585286458334,1.0002543131510417,19.590943187475204,5.617218242602706,8.90661334991455,30.464723587036133,19.590943187475204,5.617218242602706,0.05992798588704318,0.14023373017541052,0.5519244165989221,0.08470181684970157,bpp,psnr_amp,classical_codec,0.4695277307764627,0.21223322566888814,0.5412801094353199,0.1257589108143391
jpeg2000,JPEG2000,channels,slc,MAYA4,"JPEG2000 (2xGray, eval=slc)",JPEG2000,2xGray,slc,32,32,,0.49735037485758465,0.0014979044259032985,0.49359130859375,0.4995930989583333,21.434579610824585,5.343811295754773,10.328393936157227,31.477954864501953,21.434579610824585,5.343811295754773,0.04599231548490934,0.1335203012267603,0.5515762004069984,0.06892634173709666,bpp,psnr_amp,classical_codec,0.49152258271351457,0.16718685934175925,0.4499110709875822,0.09097453537885361
jpeg2000,JPEG2000,channels,slc,MAYA4,"JPEG2000 (2xGray, eval=slc)",JPEG2000,2xGray,slc,64,32,,0.24770069122314453,0.0013910359455803936,0.24491373697916666,0.24992879231770834,23.149231046438217,5.224881592310123,11.565799713134766,32.28889846801758,23.149231046438217,5.224881592310123,0.04089502210263163,0.10591146183241619,0.5510064743793919,0.060777166712796316,bpp,psnr_amp,classical_codec,0.539195871911943,0.12605258649831955,0.35255041532218456,0.07004464022769644
